Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$2,650/mo",16 Leeds St #2,"South Boston, South Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat268 Restaurants56 Groceries84 Nightlife,"16 Leeds St #2,South Boston, MA is a 3 bedroom, 1 bathroom multi-family. 16 Leeds St #2 is located inSouth Boston, South Boston. 16 Leeds St #2 was listed for rent for $2,650/month on May 24, 2020. This property is pet friendly.","Details for 16 Leeds St #2Multi FamilyCats, small dogs, large dogs allowed32 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,650Heating fuel: noneParking Type: noneNo Air ConditioningDishwasherDisposalHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/south-boston/16-leeds-st-2-south-boston-ma-02127--2171576044
"$2,650/mo",16 Leeds St #3,"South Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat268 Restaurants56 Groceries84 Nightlife,"16 Leeds St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 16 Leeds St #3 is located inSouth Boston, Boston. 16 Leeds St #3 was listed for rent for $2,650/month on May 24, 2020.","Details for 16 Leeds St #3Multi Family32 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,650Heating fuel: noneParking Type: noneNo Air ConditioningDishwasherDisposalHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/16-leeds-st-3-boston-ma-02127--2178366896
"$1,975/mo",5 Ellery St #1,"South Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat266 Restaurants57 Groceries86 Nightlife,"5 Ellery St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 5 Ellery St #1 is located inSouth Boston, Boston. 5 Ellery St #1 was listed for rent for $1,975/month on Jun 24, 2020.","Details for 5 Ellery St #1Multi FamilyNo pets allowedJust ListedRent Includes: Sewage, GarbageParking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/5-ellery-st-1-boston-ma-02127--2437155832
"$1,975/mo",5 Ellery St #1,"South Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat266 Restaurants57 Groceries86 Nightlife,"5 Ellery St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 5 Ellery St #1 is located inSouth Boston, Boston. 5 Ellery St #1 was listed for rent for $1,975/month on Jun 24, 2020.","Details for 5 Ellery St #1Multi FamilyNo pets allowedJust ListedRent Includes: Sewage, GarbageParking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/5-ellery-st-1-boston-ma-02127--2437155832
"$3,000/mo",213 M St #1,"South Boston, Boston, MA",3 Beds,1 Bath,Schools6 Elementary Schools4 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat104 Restaurants18 Groceries43 Nightlife,"213 M St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 213 M St #1 is located inSouth Boston, Boston. 213 M St #1 was listed for rent for $3,000/month on Apr 11, 2020.","Details for 213 M St #1Multi FamilyRent Includes: Sewage, GarbageLaundry: In UnitNo Air ConditioningHeating fuel: noneParking Type: noneDryerWasherHeating Fuel: None",https://www.trulia.com/p/ma/boston/213-m-st-1-boston-ma-02127--2196767869
"$3,000/mo",5 Ellery St #2,"South Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat266 Restaurants57 Groceries86 Nightlife,"5 Ellery St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 5 Ellery St #2 is located inSouth Boston, Boston. 5 Ellery St #2 was listed for rent for $3,000/month on Mar 26, 2020.","Details for 5 Ellery St #2Multi FamilyNo pets allowedRent Includes: Sewage, GarbageParking Type: noneNo Air ConditioningHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/5-ellery-st-2-boston-ma-02127--2001519497
"$3,000/mo",5 Ellery St #3,"South Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat266 Restaurants57 Groceries86 Nightlife,"5 Ellery St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 5 Ellery St #3 is located inSouth Boston, Boston. 5 Ellery St #3 was listed for rent for $3,000/month on May 14, 2020.","Details for 5 Ellery St #3Multi FamilyNo pets allowed42 Days on TruliaRent Includes: Sewage, GarbageParking Type: noneNo Air ConditioningHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/5-ellery-st-3-boston-ma-02127--2001519499
"$3,150/mo",222 W 9th St #2,"South Boston, Boston, MA",3 Beds,1 Bath,Schools6 Elementary Schools6 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat244 Restaurants53 Groceries86 Nightlife,"222 W 9th St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 222 W 9th St #2 is located inSouth Boston, Boston. 222 W 9th St #2 was listed for rent for $3,150/month on Jun 7, 2020.","Details for 222 W 9th St #2Multi Family18 Days on TruliaRent Includes: Sewage, GarbageParking Type: noneNo Air ConditioningHeating fuel: noneDishwasherDisposalHeating Fuel: None",https://www.trulia.com/p/ma/boston/222-w-9th-st-2-boston-ma-02127--2179207361
"$3,500/mo",59 Linden St #1,"South Boston, Boston, MA",4 Beds,2 Baths,Schools7 Elementary Schools6 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat215 Restaurants54 Groceries74 Nightlife,"59 Linden St #1,Boston, MA is a 4 bedroom, 2 bathroom multi-family. 59 Linden St #1 is located inSouth Boston, Boston. 59 Linden St #1 was listed for rent for $3,500/month on Jan 12, 2020.","Details for 59 Linden St #1Multi FamilyRent Includes: Sewage, GarbageParking: Off StreetDeposit: $3,500Laundry: SharedParking Type: noneLaundry: In UnitHeating fuel: noneNo Air ConditioningDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/59-linden-st-1-boston-ma-02127--2322657034
"$2,250/mo",16 Mitchell St #1,"South Boston, Boston, MA",2 Beds,1 Bath,Schools6 Elementary Schools6 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat224 Restaurants51 Groceries73 Nightlife,"16 Mitchell St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 16 Mitchell St #1 is located inSouth Boston, Boston. 16 Mitchell St #1 was listed for rent for $2,250/month on Apr 5, 2020.","Details for 16 Mitchell St #1Multi FamilyRent Includes: Sewage, GarbageNo Air ConditioningParking Type: noneHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/16-mitchell-st-1-boston-ma-02127--2172406926
"$2,250/mo",218 W 8th St #1,"South Boston, Boston, MA",2 Beds,1 Bath,Schools6 Elementary Schools6 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat234 Restaurants53 Groceries83 Nightlife,"218 W 8th St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 218 W 8th St #1 is located inSouth Boston, Boston. 218 W 8th St #1 was listed for rent for $2,250/month on Apr 17, 2020.","Details for 218 W 8th St #1Multi FamilyNo pets allowedRent Includes: Sewage, GarbageNo Air ConditioningHeating fuel: noneStreet ParkingRefrigeratorFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/218-w-8th-st-1-boston-ma-02127--2173252589
"$2,350/mo",16 Leeds St #1,"South Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat268 Restaurants56 Groceries84 Nightlife,"16 Leeds St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 16 Leeds St #1 is located inSouth Boston, Boston. 16 Leeds St #1 was listed for rent for $2,350/month on May 23, 2020. This property is pet friendly.","Details for 16 Leeds St #1Multi FamilySmall dogs, large dogs allowed33 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,350Parking Type: noneNo Air ConditioningHeating fuel: noneDishwasherDisposalHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/16-leeds-st-1-boston-ma-02127--2172628250
"$2,300/mo",11 Carpenter St #3,"South Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools4 Middle Schools1 High School,CrimeModerate crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat242 Restaurants50 Groceries73 Nightlife,"11 Carpenter St #3,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 11 Carpenter St #3 is located inSouth Boston, Boston. 11 Carpenter St #3 was listed for rent for $2,300/month on May 2, 2020. This property is pet friendly.","Details for 11 Carpenter St #3Multi FamilyCats allowed54 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,300No Air ConditioningLaundry: SharedLaundry: In UnitStreet ParkingHeating fuel: noneDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/11-carpenter-st-3-boston-ma-02127--2171577733
"$2,350/mo",16 Leeds St #1,"South Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat268 Restaurants56 Groceries84 Nightlife,"16 Leeds St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 16 Leeds St #1 is located inSouth Boston, Boston. 16 Leeds St #1 was listed for rent for $2,350/month on May 23, 2020. This property is pet friendly.","Details for 16 Leeds St #1Multi FamilySmall dogs, large dogs allowed33 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,350Parking Type: noneNo Air ConditioningHeating fuel: noneDishwasherDisposalHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/16-leeds-st-1-boston-ma-02127--2172628250
"$2,400/mo",385 Dorchester St #C7,"South Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools5 Middle Schools1 High School,CrimeModerate crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat245 Restaurants50 Groceries76 Nightlife,"385 Dorchester St #C7,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 385 Dorchester St #C7 is located inSouth Boston, Boston. 385 Dorchester St #C7 was listed for rent for $2,400/month on Mar 6, 2020.","Details for 385 Dorchester St #C7Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,400Laundry: SharedLaundry: In UnitHeating fuel: noneParking Type: noneNo Air ConditioningDishwasherDisposalDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/385-dorchester-st-c7-boston-ma-02127--2172410538
"$2,400/mo",385 Dorchester St #B3,"South Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools5 Middle Schools1 High School,CrimeModerate crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat245 Restaurants50 Groceries76 Nightlife,"385 Dorchester St #B3,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 385 Dorchester St #B3 is located inSouth Boston, Boston. 385 Dorchester St #B3 was listed for rent for $2,400/month on Jun 7, 2020.","Details for 385 Dorchester St #B3Multi Family18 Days on TruliaRent Includes: Sewage, GarbageParking: Off StreetNo Air ConditioningParking Type: noneHeating fuel: noneDishwasherDisposalRefrigeratorFloors: TileHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/385-dorchester-st-b3-boston-ma-02127--2171823096
"$2,400/mo",16 Mitchell St #2,"South Boston, Boston, MA",2 Beds,1 Bath,Schools6 Elementary Schools6 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat224 Restaurants51 Groceries73 Nightlife,"16 Mitchell St #2,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 16 Mitchell St #2 is located inSouth Boston, Boston. 16 Mitchell St #2 was listed for rent for $2,400/month on May 14, 2020.","Details for 16 Mitchell St #2Multi FamilyNo pets allowed42 Days on TruliaRent Includes: Hot Water, Sewage, GarbageLaundry: In UnitParking Type: noneNo Air ConditioningLaundry: SharedHeating fuel: noneDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/16-mitchell-st-2-boston-ma-02127--2173906885
"$2,400/mo",16 Mitchell St #2,"South Boston, Boston, MA",2 Beds,1 Bath,Schools6 Elementary Schools6 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat224 Restaurants51 Groceries73 Nightlife,"16 Mitchell St #2,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 16 Mitchell St #2 is located inSouth Boston, Boston. 16 Mitchell St #2 was listed for rent for $2,400/month on May 14, 2020.","Details for 16 Mitchell St #2Multi FamilyNo pets allowed42 Days on TruliaRent Includes: Hot Water, Sewage, GarbageLaundry: In UnitParking Type: noneNo Air ConditioningLaundry: SharedHeating fuel: noneDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/16-mitchell-st-2-boston-ma-02127--2173906885
"$3,000/mo",66 Middle St #2,"South Boston, Boston, MA",3 Beds,1 Bath,Schools6 Elementary Schools6 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat278 Restaurants56 Groceries90 Nightlife,"66 Middle St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 66 Middle St #2 is located inSouth Boston, Boston. 66 Middle St #2 was listed for rent for $3,000/month on May 16, 2020.","Details for 66 Middle St #2Multi Family40 Days on TruliaRent Includes: Sewage, GarbageNo Air ConditioningParking Type: noneHeating fuel: noneDishwasherDisposalFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/66-middle-st-2-boston-ma-02127--2181757030
"$2,400/mo",222 W 9th St #1,"South Boston, Boston, MA",2 Beds,1 Bath,Schools6 Elementary Schools6 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat244 Restaurants53 Groceries86 Nightlife,"222 W 9th St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 222 W 9th St #1 is located inSouth Boston, Boston. 222 W 9th St #1 was listed for rent for $2,400/month on Apr 18, 2020.","Details for 222 W 9th St #1Multi FamilyRent Includes: Sewage, GarbageParking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/222-w-9th-st-1-boston-ma-02127--2173960939
"$2,550/mo",385 Dorchester St #C6,"South Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools5 Middle Schools1 High School,CrimeModerate crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat245 Restaurants50 Groceries76 Nightlife,"385 Dorchester St #C6,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 385 Dorchester St #C6 is located inSouth Boston, Boston. 385 Dorchester St #C6 was listed for rent for $2,550/month on Jun 24, 2020.","Details for 385 Dorchester St #C6Multi FamilyNo pets allowedJust ListedRent Includes: Sewage, GarbageLaundry: SharedHeating fuel: noneParking Type: noneNo Air ConditioningLaundry: In UnitDishwasherDisposalDryerRefrigeratorWasherFloors: TileHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/385-dorchester-st-c6-boston-ma-02127--2171827882
"$2,550/mo",385 Dorchester St #C3,"South Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools5 Middle Schools1 High School,CrimeModerate crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat245 Restaurants50 Groceries76 Nightlife,"385 Dorchester St #C3,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 385 Dorchester St #C3 is located inSouth Boston, Boston. 385 Dorchester St #C3 was listed for rent for $2,550/month on Apr 6, 2020.","Details for 385 Dorchester St #C3Multi FamilyNo pets allowedRent Includes: Sewage, GarbageNo Air ConditioningStreet ParkingLaundry: SharedLaundry: In UnitHeating fuel: noneDishwasherDisposalDryerRefrigeratorWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/385-dorchester-st-c3-boston-ma-02127--2171826193
"$2,550/mo",385 Dorchester St #C6,"South Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools5 Middle Schools1 High School,CrimeModerate crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat245 Restaurants50 Groceries76 Nightlife,"385 Dorchester St #C6,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 385 Dorchester St #C6 is located inSouth Boston, Boston. 385 Dorchester St #C6 was listed for rent for $2,550/month on Jun 24, 2020.","Details for 385 Dorchester St #C6Multi FamilyNo pets allowedJust ListedRent Includes: Sewage, GarbageLaundry: SharedHeating fuel: noneParking Type: noneNo Air ConditioningLaundry: In UnitDishwasherDisposalDryerRefrigeratorWasherFloors: TileHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/385-dorchester-st-c6-boston-ma-02127--2171827882
"$2,500/mo",130 W 8th St #2,"South Boston, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools5 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat416 Restaurants76 Groceries141 Nightlife,"130 W 8th St #2,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 130 W 8th St #2 is located inSouth Boston, Boston. 130 W 8th St #2 was listed for rent for $2,500/month on Apr 5, 2020.","Details for 130 W 8th St #2Multi FamilyNo pets allowedRent Includes: Sewage, GarbageDeposit: $2,500Heating fuel: noneNo Air ConditioningParking Type: noneDishwasherDisposalRefrigeratorFloors: TileHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/130-w-8th-st-2-boston-ma-02127--2362249785
